10,701,1,07/01/2022
10,714,1,07/01/2022
10,1239,1,07/01/2022
10,1680,1,07/01/2022
10,2514,1,07/01/2022
10,3320,1,07/01/2022
10,3561,13,07/01/2022
10,4134,3,07/01/2022
10,5617,2,07/01/2022
10,6478,1,07/01/2022
10,6713,1,07/01/2022
10,7132,1,07/01/2022
10,9105,1,07/01/2022
10,10738,1,07/01/2022
10,10994,1,07/01/2022
10,12334,1,07/01/2022
10,12524,1,07/01/2022
10,12542,1,07/01/2022
10,13343,1,07/01/2022
10,13446,1,07/01/2022
10,13462,20,07/01/2022
10,13867,1,07/01/2022
10,13989,1,07/01/2022
10,14501,37,07/01/2022
10,16755,1,07/01/2022
10,17228,1,07/01/2022
10,19262,1,07/01/2022
10,19444,1,07/01/2022
10,20258,1,07/01/2022
10,20299,1,07/01/2022
10,20685,1,07/01/2022
10,21003,1,07/01/2022
10,24915,2,07/01/2022
10,29571,1,07/01/2022
10,32636,1,07/01/2022
11,680,1,07/01/2022
11,1239,6,07/01/2022
11,2828,2,07/01/2022
11,3265,519,07/01/2022
11,4134,9,07/01/2022
11,4804,1,07/01/2022
11,4808,3,07/01/2022
11,6713,7,07/01/2022
11,6830,1,07/01/2022
11,8282,21,07/01/2022
11,9768,1,07/01/2022
11,11908,5,07/01/2022
11,12859,52,07/01/2022
11,14501,3,07/01/2022
11,14777,4,07/01/2022
11,14778,2,07/01/2022
11,15557,1,07/01/2022
11,19548,1,07/01/2022
11,24915,1,07/01/2022
12,1312,218,07/01/2022
12,3561,8,07/01/2022
12,3659,1,07/01/2022
12,4323,8,07/01/2022
12,5617,3,07/01/2022
12,5661,6,07/01/2022
12,7018,933,07/01/2022
12,7132,3,07/01/2022
12,7377,198,07/01/2022
12,14501,62,07/01/2022
12,19918,50,07/01/2022
12,29863,4,07/01/2022
12,33260,8,07/01/2022
12,33650,174,07/01/2022
12,36114,1,07/01/2022
13,1239,1,07/01/2022
13,2152,1,07/01/2022
13,4134,1,07/01/2022
13,4808,7,07/01/2022
13,11908,6,07/01/2022
13,14501,2,07/01/2022
13,15290,1,07/01/2022
13,17429,1,07/01/2022
13,24915,2,07/01/2022
14,1239,5,07/01/2022
14,1668,1,07/01/2022
14,3356,21,07/01/2022
14,3561,10,07/01/2022
14,4323,1,07/01/2022
14,8282,21,07/01/2022
14,11908,1,07/01/2022
14,14501,34,07/01/2022
14,14778,6,07/01/2022
14,24915,1,07/01/2022
14,31976,83,07/01/2022
15,2152,3,07/01/2022
15,3561,3,07/01/2022
15,4134,1,07/01/2022
15,4808,7,07/01/2022
15,8070,6,07/01/2022
15,8075,4,07/01/2022
15,11908,6,07/01/2022
15,13867,2,07/01/2022
15,14366,8,07/01/2022
15,14501,1,07/01/2022
15,15290,2,07/01/2022
15,24915,1,07/01/2022
16,1239,2,07/01/2022
16,4134,14,07/01/2022
16,4808,8,07/01/2022
16,4837,6,07/01/2022
16,10565,11,07/01/2022
16,11908,13,07/01/2022
16,12968,1,07/01/2022
16,14501,2,07/01/2022
16,15290,4,07/01/2022
16,17429,1,07/01/2022
16,19548,1,07/01/2022
17,109,7,07/01/2022
17,2152,46,07/01/2022
17,3356,55,07/01/2022
17,3491,3,07/01/2022
17,3561,35,07/01/2022
17,3582,10,07/01/2022
17,4513,6,07/01/2022
17,6432,10,07/01/2022
17,7805,2,07/01/2022
17,7859,2,07/01/2022
17,8070,5,07/01/2022
17,9156,2,07/01/2022
17,10565,2,07/01/2022
17,10763,5,07/01/2022
17,12222,2,07/01/2022
17,15169,32,07/01/2022
17,15290,2,07/01/2022
17,15830,19,07/01/2022
17,16759,4,07/01/2022
17,17210,7,07/01/2022
17,18924,48,07/01/2022
17,19306,15,07/01/2022
17,21844,26,07/01/2022
17,22277,5,07/01/2022
17,22822,2,07/01/2022
17,25969,6,07/01/2022
17,26085,5,07/01/2022
17,26101,15,07/01/2022
17,26229,16,07/01/2022
17,29720,8,07/01/2022
17,32934,7,07/01/2022
17,33419,2,07/01/2022
18,25,4,07/01/2022
18,26,3,07/01/2022
18,109,7,07/01/2022
18,209,4,07/01/2022
18,557,10,07/01/2022
18,786,6,07/01/2022
18,1103,1,07/01/2022
18,1653,5,07/01/2022
18,1668,4,07/01/2022
18,2152,21,07/01/2022
18,2386,7,07/01/2022
18,2834,23,07/01/2022
18,3356,5,07/01/2022
18,3561,5,07/01/2022
18,3701,4,07/01/2022
18,3999,1,07/01/2022
18,4266,4,07/01/2022
18,5653,16,07/01/2022
18,5662,13,07/01/2022
18,6140,4,07/01/2022
18,6453,4,07/01/2022
18,6939,4,07/01/2022
18,7805,1,07/01/2022
18,8001,4,07/01/2022
18,8070,6,07/01/2022
18,8075,7,07/01/2022
18,8468,6,07/01/2022
18,10913,4,07/01/2022
18,12552,4,07/01/2022
18,13890,4,07/01/2022
18,15169,228,07/01/2022
18,15290,1,07/01/2022
18,17374,5,07/01/2022
18,21844,1,07/01/2022
18,22205,4,07/01/2022
18,22822,8,07/01/2022
18,22982,4,07/01/2022
18,27357,2,07/01/2022
18,33554,4,07/01/2022
19,102,43,07/01/2022
19,209,6,07/01/2022
19,559,1,07/01/2022
19,701,8,07/01/2022
19,1239,17,07/01/2022
19,2152,193,07/01/2022
19,2911,71,07/01/2022
19,3356,34,07/01/2022
19,3561,13,07/01/2022
19,4267,2,07/01/2022
19,5779,104,07/01/2022
19,6432,5,07/01/2022
19,6453,7,07/01/2022
19,7224,5,07/01/2022
19,7743,32,07/01/2022
19,8070,6,07/01/2022
19,8075,2,07/01/2022
19,8912,5,07/01/2022
19,10565,1,07/01/2022
19,10763,6,07/01/2022
19,10794,7,07/01/2022
19,11266,59,07/01/2022
19,11486,15,07/01/2022
19,11499,6,07/01/2022
19,12182,9,07/01/2022
19,12217,12,07/01/2022
19,12222,7,07/01/2022
19,14779,79,07/01/2022
19,14780,328,07/01/2022
19,15169,40,07/01/2022
19,16509,15,07/01/2022
19,17110,8,07/01/2022
19,22758,4,07/01/2022
19,26101,89,07/01/2022
19,30217,6,07/01/2022
19,33419,1,07/01/2022
19,36088,217,07/01/2022
10,209,1,07/02/2022
10,701,1,07/02/2022
10,766,1,07/02/2022
10,2514,1,07/02/2022
10,2711,1,07/02/2022
10,2819,1,07/02/2022
10,2856,1,07/02/2022
10,3269,8,07/02/2022
10,3320,1,07/02/2022
10,3561,14,07/02/2022
10,4766,1,07/02/2022
10,5462,1,07/02/2022
10,9038,1,07/02/2022
10,9708,1,07/02/2022
10,10139,1,07/02/2022
10,11351,2,07/02/2022
10,12322,1,07/02/2022
10,12542,1,07/02/2022
10,12946,1,07/02/2022
10,13462,16,07/02/2022
10,13749,849,07/02/2022
10,15802,1,07/02/2022
10,17506,2,07/02/2022
10,17858,1,07/02/2022
10,19262,1,07/02/2022
10,20401,1,07/02/2022
10,22909,1,07/02/2022
10,24093,2,07/02/2022
10,26085,1,07/02/2022
10,26101,1,07/02/2022
10,28573,1,07/02/2022
10,33651,1,07/02/2022
10,33657,1,07/02/2022
10,35916,1,07/02/2022
11,766,1,07/02/2022
11,2852,2,07/02/2022
11,2856,6,07/02/2022
11,3265,1611,07/02/2022
11,3269,50,07/02/2022
11,3354,2,07/02/2022
11,3549,1,07/02/2022
11,3561,8,07/02/2022
11,4134,2,07/02/2022
11,4323,1,07/02/2022
11,4766,1,07/02/2022
11,4808,9,07/02/2022
11,4812,1,07/02/2022
11,4837,3,07/02/2022
11,5432,1,07/02/2022
11,6478,2,07/02/2022
11,7132,1,07/02/2022
11,11351,1,07/02/2022
11,11427,2,07/02/2022
11,11908,1,07/02/2022
11,12302,53,07/02/2022
11,12322,1,07/02/2022
11,13571,2,07/02/2022
11,13749,849,07/02/2022
11,13767,4,07/02/2022
11,14777,7,07/02/2022
11,14778,16,07/02/2022
11,15169,10,07/02/2022
11,16852,2,07/02/2022
11,17184,3,07/02/2022
11,19548,2,07/02/2022
11,19945,1,07/02/2022
11,22773,1,07/02/2022
11,32244,1,07/02/2022
11,33287,1,07/02/2022
11,33653,1,07/02/2022
11,36727,1,07/02/2022
12,174,1,07/02/2022
12,766,1,07/02/2022
12,1312,92,07/02/2022
12,2637,1,07/02/2022
12,2915,38,07/02/2022
12,3557,1,07/02/2022
12,3561,7,07/02/2022
12,4323,16,07/02/2022
12,7018,936,07/02/2022
12,7132,4,07/02/2022
12,7377,83,07/02/2022
12,12513,3,07/02/2022
12,13749,849,07/02/2022
12,29863,4,07/02/2022
13,766,2,07/02/2022
13,3269,5,07/02/2022
13,3354,2,07/02/2022
13,3593,2,07/02/2022
13,4134,4,07/02/2022
13,4808,8,07/02/2022
13,4837,1,07/02/2022
13,13582,1,07/02/2022
13,13749,1,07/02/2022
13,17184,4,07/02/2022
14,766,1,07/02/2022
14,3269,29,07/02/2022
14,4323,1,07/02/2022
14,13749,390,07/02/2022
14,14778,4,07/02/2022
14,29895,413,07/02/2022
14,31976,85,07/02/2022
14,33651,18,07/02/2022
15,209,1,07/02/2022
15,766,1,07/02/2022
15,2152,2,07/02/2022
15,3269,5,07/02/2022
15,3356,1,07/02/2022
15,3593,1,07/02/2022
15,4134,10,07/02/2022
15,4808,7,07/02/2022
15,4837,2,07/02/2022
15,8070,5,07/02/2022
15,8075,5,07/02/2022
15,10139,7,07/02/2022
15,11351,2,07/02/2022
15,13749,1,07/02/2022
15,13867,2,07/02/2022
15,14366,4,07/02/2022
15,17184,2,07/02/2022
15,17429,2,07/02/2022
16,766,1,07/02/2022
16,3269,5,07/02/2022
16,3354,2,07/02/2022
16,4134,5,07/02/2022
16,4808,8,07/02/2022
16,4812,1,07/02/2022
